scenario,kappa,algorithm,sampler,admission,beta,seeds,steps_mean,steps_q05,steps_p95,steps_worst,batch_size_mean,batch_size_q05,batch_size_p95,batch_size_worst,initial_views_mean,initial_views_q05,initial_views_p95,initial_views_worst,final_views_mean,final_views_q05,final_views_p95,final_views_worst,target_final_views_mean,target_final_views_q05,target_final_views_p95,target_final_views_worst,mean_count_mean,mean_count_q05,mean_count_p95,mean_count_worst,count_std_mean,count_std_q05,count_std_p95,count_std_worst,count_min_mean,count_min_q05,count_min_p95,count_min_worst,count_max_mean,count_max_q05,count_max_p95,count_max_worst,jain_index_mean,jain_index_q05,jain_index_p95,jain_index_worst,oracle_jain_index_mean,oracle_jain_index_q05,oracle_jain_index_p95,oracle_jain_index_worst,jain_regret_mean,jain_regret_q05,jain_regret_p95,jain_regret_worst,fairness_rmse_updates_mean,fairness_rmse_updates_q05,fairness_rmse_updates_p95,fairness_rmse_updates_worst,fairness_nrmse_mean,fairness_nrmse_q05,fairness_nrmse_p95,fairness_nrmse_worst,cohort_mid_first_ratio_mean,cohort_mid_first_ratio_q05,cohort_mid_first_ratio_p95,cohort_mid_first_ratio_worst,oracle_cohort_mid_first_ratio_mean,oracle_cohort_mid_first_ratio_q05,oracle_cohort_mid_first_ratio_p95,oracle_cohort_mid_first_ratio_worst,first_cohort_mean_count_mean,first_cohort_mean_count_q05,first_cohort_mean_count_p95,first_cohort_mean_count_worst,middle_cohort_mean_count_mean,middle_cohort_mean_count_q05,middle_cohort_mean_count_p95,middle_cohort_mean_count_worst,oracle_first_cohort_mean_count_mean,oracle_first_cohort_mean_count_q05,oracle_first_cohort_mean_count_p95,oracle_first_cohort_mean_count_worst,oracle_middle_cohort_mean_count_mean,oracle_middle_cohort_mean_count_q05,oracle_middle_cohort_mean_count_p95,oracle_middle_cohort_mean_count_worst,middle_cohort_arrival_fraction_mean,middle_cohort_arrival_fraction_q05,middle_cohort_arrival_fraction_p95,middle_cohort_arrival_fraction_worst,admission_tracking_rmse_mean,admission_tracking_rmse_q05,admission_tracking_rmse_p95,admission_tracking_rmse_worst,admission_tracking_nrmse_mean,admission_tracking_nrmse_q05,admission_tracking_nrmse_p95,admission_tracking_nrmse_worst,admission_max_lag_mean,admission_max_lag_q05,admission_max_lag_p95,admission_max_lag_worst,admission_max_overshoot_mean,admission_max_overshoot_q05,admission_max_overshoot_p95,admission_max_overshoot_worst,admission_rate_ratio_mean,admission_rate_ratio_q05,admission_rate_ratio_p95,admission_rate_ratio_worst,admission_pool_rate_cv_mean,admission_pool_rate_cv_q05,admission_pool_rate_cv_p95,admission_pool_rate_cv_worst,budget_violation_mean,budget_violation_q05,budget_violation_p95,budget_violation_worst,entropy_ratio_mean,entropy_ratio_q05,entropy_ratio_p95,entropy_ratio_worst,shuffle_kl_norm_mean,shuffle_kl_norm_q05,shuffle_kl_norm_p95,shuffle_kl_norm_worst,duplicate_rate_mean,duplicate_rate_q05,duplicate_rate_p95,duplicate_rate_worst,temporal_w1_mean,temporal_w1_q05,temporal_w1_p95,temporal_w1_worst,cohort_entropy_mean,cohort_entropy_q05,cohort_entropy_p95,cohort_entropy_worst,gradient_ratio_iid_mean,gradient_ratio_iid_q05,gradient_ratio_iid_p95,gradient_ratio_iid_worst,gradient_ratio_smooth_order_mean,gradient_ratio_smooth_order_q05,gradient_ratio_smooth_order_p95,gradient_ratio_smooth_order_worst,gradient_ratio_abrupt_regime_mean,gradient_ratio_abrupt_regime_q05,gradient_ratio_abrupt_regime_p95,gradient_ratio_abrupt_regime_worst,gradient_ratio_mean_mean,gradient_ratio_mean_q05,gradient_ratio_mean_p95,gradient_ratio_mean_worst,gradient_ratio_worst_mean,gradient_ratio_worst_q05,gradient_ratio_worst_p95,gradient_ratio_worst_worst,temporal_w1_to_uniform,temporal_w1_to_uniform_p95,cohort_entropy_to_uniform
base_stream,32,active_bonus3,active_bonus,token,,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,22.374740801106334,21.99706078560696,22.634309821439142,22.704578881599563,0.0,0.0,0.0,0.0,87.5,83.25,92.75,95.0,0.6345690506776616,0.629195083410222,0.6424196126050444,0.6440021729706653,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.3390099752389445,0.3311594133115616,0.34438394250638404,0.34583184732630023,21.070715797041462,20.676416389880544,21.33557422469641,21.4152807736497,0.7146484441163229,0.7012751225567818,0.7236315591209532,0.7263349395729524,0.29823606500117633,0.2802442460127973,0.31217399249304767,0.313922942206655,1.0,1.0,1.0,1.0,71.53125,70.640625,72.8046875,72.96875,21.33203125,19.890625,22.171875,22.40625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853794117063515,0.984572414150225,0.9863559065724317,0.9870100941735469,0.014620588293648502,0.013644093427568432,0.015427585849775001,0.015938107267081617,0.0,0.0,0.0,0.0,0.06766212198718631,0.0660094255891925,0.06984895798036611,0.07148135267004584,0.9406182928103343,0.9378309962185335,0.9427545337505134,0.9434425991800511,1.0098276897206029,0.9706482188361445,1.0618433860270455,1.0748368502349859,1.6175252679470615,1.5315748610526954,1.723586423663604,1.7521042224537176,1.6220351955192984,1.400972062185485,1.8373693469069607,2.0980411054328956,1.4164627177289875,1.325945379337376,1.5198052706208265,1.6068203760452746,1.6655490174097856,1.5315748610526954,1.838588443198512,2.0980411054328956,1.3872725632490246,1.4321091347984403,0.9846015050309883
base_stream,32,ercb_beta_0,softmax,token,0.0,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,25.125088704783693,24.758642536701323,25.43326590744745,25.53052064687203,0.0,0.0,0.0,0.0,97.4375,92.0,107.5,109.0,0.5793288118104714,0.5733628647450294,0.5864601950615242,0.5881944184499728,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.3942502141061347,0.3871188308550818,0.40021616117157666,0.40208527245048653,23.90046504964984,23.51508426858761,24.219498480010984,24.333675516201087,0.8106241062672903,0.7975532747762631,0.8214446567803726,0.8253171612578202,0.243666119911687,0.22958867964180218,0.25489345360161636,0.26695245518316446,1.0,1.0,1.0,1.0,81.48828125,80.0859375,82.8984375,83.0625,19.8515625,18.84375,20.75,21.40625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,-4.758175006547751e-16,-4.758175006547751e-16,-4.758175006547751e-16,-4.758175006547751e-16,0.0,0.0,0.0,0.0,0.04877348819522535,0.04686990791295115,0.05058250078197914,0.05154967484241331,0.9553289203846284,0.9533256322593299,0.9579879710864453,0.9584662503622058,0.9970935774583425,0.9527207536233319,1.0352459219335268,1.035246715381479,1.0079111284013962,0.9555527728542025,1.119580408888556,1.120843271690547,1.0276741250882053,0.8448513134566876,1.2046981257434068,1.245605002041881,1.0108929436493146,0.9360196734132697,1.0864997294927048,1.124391154491647,1.063731641657598,0.9769451117168535,1.2046981257434068,1.245605002041881,1.0,1.0370900801581562,1.0
base_stream,32,ercb_beta_0p0025,softmax,token,0.0025,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,24.25839295044577,24.0465048825988,24.430962424850016,24.560392706668285,0.0,0.0,0.0,0.0,92.875,88.0,97.75,100.0,0.5963290921401883,0.5929081874064197,0.6005407627366232,0.6013916905342602,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.37724993377641786,0.3730382631799829,0.3806708385101864,0.38322543314025137,22.996101563890768,22.7739007422647,23.187690774905654,23.315483988366907,0.7799511113752953,0.7724148001751444,0.7864491787822169,0.7907834986054443,0.26407796387461535,0.25280430140088894,0.27585416293118215,0.2814663951120163,1.0,1.0,1.0,1.0,78.607421875,77.0703125,80.25,81.5625,20.755859375,19.7890625,21.6171875,21.6875,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998065406735003,0.9997099050935679,0.9998838550251881,0.9999375090318712,0.0001934593264996569,0.00011614497481191851,0.0002900949064319923,0.00029582525862732956,0.0,0.0,0.0,0.0,0.049326094621471105,0.04819644934920397,0.0507651532328331,0.051004322846672,0.9550294868613419,0.9542113078146635,0.9561068151213089,0.9562836300815719,1.0025165691388167,0.9705137228258187,1.0280830537866759,1.0371416067444417,1.0441958523110517,0.9888898025115042,1.1294573720226324,1.140091678530818,1.0734328497520225,0.9175137203716859,1.185070833438135,1.2027155616801237,1.0400484237339636,0.9881930996348527,1.09324335545657,1.1001117642892992,1.1008065974323076,1.0162347669510416,1.185070833438135,1.2027155616801237,1.0113300575106263,1.0408349927656544,0.9996865649967281
base_stream,32,ercb_beta_0p005,softmax,token,0.005,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,23.338296064019197,23.133388021820608,23.56799424909359,23.647266943266587,0.0,0.0,0.0,0.0,89.4375,86.5,95.25,96.0,0.6147984753750205,0.6101446691527163,0.6189617881229674,0.6195533889161641,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.35878055054158553,0.35461723779363863,0.3634343567638898,0.36503352573023895,22.031122718391593,21.81676948626671,22.271628736531035,22.363426618540597,0.7472222455321149,0.7399520984092126,0.7553794079806776,0.7584928861455019,0.2828235206710957,0.2704172576607107,0.30046009352819886,0.302559798573227,1.0,1.0,1.0,1.0,75.69140625,74.3828125,77.3203125,78.1875,21.40625,20.421875,22.78125,23.4375,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992175768873653,0.9990347826704378,0.999415066480094,0.9995064684314953,0.0007824231126346212,0.0005849335199060117,0.0009652173295622031,0.000976623694808996,0.0,0.0,0.0,0.0,0.05123502676359118,0.04898070157474112,0.053666262529897875,0.05390931969360112,0.9540983031903563,0.9518078263117971,0.9560730719943857,0.95646576204662,1.006110511153852,0.9722818261199196,1.0537022618313818,1.0860973554339937,1.0925013860381647,1.0089952115513345,1.211681120117378,1.250385679131788,1.1766731847167835,1.0369105115076231,1.3816041824042324,1.3851331108785372,1.0917616939696002,1.0172982208402044,1.1918599912196164,1.2083425700172572,1.1801588925214053,1.0499308650697357,1.3816041824042324,1.3851331108785372,1.0504687825179337,1.1003162684425656,0.9987118392754438
base_stream,32,ercb_beta_0p0075,softmax,token,0.0075,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,22.375929997800355,22.154313583153584,22.668238736845826,22.693105068938724,0.0,0.0,0.0,0.0,83.875,80.0,87.5,89.0,0.6345414252057229,0.6284955584828813,0.6391399093802881,0.6392871408537006,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.3390376007108832,0.3344391165363179,0.3450834674337248,0.3455956360074932,21.024526816176405,20.79483229123768,21.334614889384362,21.347481999406575,0.7130818678486497,0.7052913952111446,0.7235990216649529,0.7240354311465397,0.30519379042191885,0.2941224734551474,0.3154079153213727,0.3230769230769231,1.0,1.0,1.0,1.0,72.443359375,71.4453125,73.40625,73.5,22.109375,21.421875,23.0859375,23.625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981495235102062,0.9978557483079331,0.9985363804802591,0.9985916914976978,0.0018504764897936895,0.0014636195197409666,0.0021442516920669582,0.0021581286231469534,0.0,0.0,0.0,0.0,0.05609461677697737,0.054172382468057986,0.057859961321145605,0.05839891964159735,0.9517471440868612,0.949488355517079,0.9539978390546724,0.9553231381677955,1.0023432790156321,0.9594611881531436,1.027582653912357,1.029371645409303,1.2402792639703033,1.120260334611638,1.3604587887284438,1.391070118139157,1.472521677798074,1.2525771437277156,1.6494120914937773,1.8194201556688223,1.238381406928003,1.1259806720789458,1.3406404910999208,1.36897293551044,1.472521677798074,1.2525771437277156,1.6494120914937773,1.8194201556688223,1.150104674745587,1.1862994315590036,0.9962507402201065
base_stream,32,ercb_beta_0p01,softmax,token,0.01,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,21.730853993139938,21.535317273766488,21.91337434045922,22.031229018552885,0.0,0.0,0.0,0.0,82.0625,78.5,86.25,87.0,0.6479972107107477,0.6441694734518673,0.6521060720431527,0.6530986451169271,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.3255818152058584,0.3214729538734533,0.3294095524647388,0.331873206430913,20.343431543531374,20.13584985439662,20.537987910325192,20.667010115769216,0.6899813865181057,0.6829409075616188,0.6965800899585295,0.7009560930931725,0.3271343436143668,0.3159247420179081,0.33517814370549315,0.33587102552619796,1.0,1.0,1.0,1.0,70.44140625,69.2890625,71.5,71.6875,23.04296875,22.375,23.734375,23.78125,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971306372759574,0.9967711721186734,0.9974841508962736,0.9975831209855215,0.0028693627240426135,0.0025158491037263944,0.0032288278813265214,0.0032859737239130465,0.0,0.0,0.0,0.0,0.06007555777690933,0.057891629172959085,0.06156294871238903,0.06196101984537836,0.9498461589795999,0.947996199432844,0.9513890253804506,0.9521222207857822,0.9915319960813547,0.960655899539991,1.0290276409948858,1.0355419433666364,1.3656650884035526,1.2788493803829781,1.4586698900455983,1.4598556894947987,1.8218180954228829,1.6322251786272843,1.9975732612985553,2.0941229371338155,1.3930050599692634,1.3227254722751902,1.4830566651858152,1.5168132695965488,1.8218180954228829,1.6322251786272843,1.9975732612985553,2.0941229371338155,1.231725677204904,1.2622215672984345,0.9942608652496137
base_stream,32,ercb_beta_0p0125,softmax,token,0.0125,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,21.074090007297876,20.909149756406535,21.22747824613714,21.250561269746004,0.0,0.0,0.0,0.0,79.0,75.75,82.25,83.0,0.6618656199258361,0.6586096905947219,0.6653714441195421,0.666340887670826,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.31171340599076985,0.308207581797064,0.31496933532188426,0.31545826452280357,19.649865923963862,19.466295634726688,19.81818062341248,19.84002357928376,0.6664579525877743,0.6602318602778134,0.6721666261440733,0.6729074663973742,0.34686458808267767,0.32971906607555285,0.3628342661691542,0.36800373134328357,1.0,1.0,1.0,1.0,67.93359375,66.984375,68.984375,69.5,23.55859375,22.4765625,24.4453125,24.65625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957900115890874,0.9954555237650108,0.996173426037422,0.9962036789029189,0.0042099884109125085,0.003826573962577973,0.004544476234989258,0.004611838988650839,0.0,0.0,0.0,0.0,0.06527572636606802,0.06345464367025141,0.06653669929348198,0.06667940876566482,0.946698178031453,0.9444743192587659,0.9485963917555471,0.9489911077921326,1.0107603678228148,0.975488279496564,1.0384661804412791,1.045351491727783,1.5236365689705327,1.41822773297881,1.6329222147036861,1.6421779769118152,2.12569223574972,1.953578045575324,2.3061727267871817,2.41301366133347,1.5533630575143558,1.4818277065591048,1.6319842910757019,1.6369547152976585,2.12569223574972,1.953578045575324,2.3061727267871817,2.41301366133347,1.3383444322208258,1.3641980870253925,0.990965685044162
base_stream,32,ercb_beta_0p015,softmax,token,0.015,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,20.349855731805654,20.03408791740399,20.628641662683194,20.63998446467035,0.0,0.0,0.0,0.0,76.0,73.5,80.0,80.0,0.6773410707969083,0.6713586707012296,0.684133922638437,0.6883698856149146,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.29623795511969764,0.2894451032781691,0.30222035521537643,0.3024629779184236,18.88298789344914,18.555231338202795,19.17692080165895,19.18191716033478,0.6404480060528166,0.6293315962207114,0.6504172305229328,0.650586690354688,0.3661203346706943,0.35115651514828694,0.39199696936160394,0.3960443801254221,1.0,1.0,1.0,1.0,65.701171875,64.625,66.9375,67.78125,24.046875,23.125,25.3046875,25.65625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994037605422513,0.9933219870610954,0.9947089085225032,0.99480633273049,0.005962394577487072,0.005291091477496886,0.006678012938904607,0.007225816662038951,0.0,0.0,0.0,0.0,0.07191204860819875,0.06959229853997796,0.07528715536700906,0.07626747194683121,0.9437015392697514,0.9398003957155242,0.9461314937635589,0.9465612834625953,1.016232562622286,0.9821646010657894,1.049314810750685,1.0534224445005624,1.7500038051929703,1.6175672916066608,1.8860202334749077,1.9063043265835689,2.5769699697299986,2.192938348132752,2.9724222402955434,3.192084055847914,1.7810687791817517,1.618213961620667,1.9396828018895482,2.0369789167115386,2.5769699697299986,2.192938348132752,2.9724222402955434,3.192084055847914,1.4744085622983705,1.5436081804454422,0.9878289237698409
base_stream,32,ercb_beta_0p02,softmax,token,0.02,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,19.226956986568908,18.99027521077589,19.44590351472738,19.498733417673044,0.0,0.0,0.0,0.0,71.9375,69.75,75.0,75.0,0.7016319610082529,0.6968674703645934,0.7067897822886332,0.7069889014722003,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.2719470649083532,0.26678924362797285,0.2767115555520126,0.27785912854495365,17.693872397478817,17.44143856602427,17.9340231296003,17.989759576810627,0.6001171721478232,0.5915554580309899,0.6082622844789436,0.6101526789801605,0.4025151639065698,0.38561011104622817,0.4180525073692137,0.4214501510574018,1.0,1.0,1.0,1.0,62.640625,61.5625,63.8046875,64.25,25.208984375,24.5234375,25.921875,26.15625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904714151943577,0.989698789940774,0.9911639515085411,0.9912957241461118,0.00952858480564239,0.008836048491458914,0.01030121005922604,0.010320781779281444,0.0,0.0,0.0,0.0,0.08382534931062857,0.0818165203846036,0.08695307490244412,0.08701444839887612,0.9375743743475046,0.9358003314485818,0.9399456059035223,0.940267432339375,1.002018927717971,0.966507470395682,1.0383650806296483,1.038520861724419,2.1856701851878295,2.096238487445043,2.3091407607433583,2.31178458877197,3.5333154092381323,3.2249708666982846,3.875342286343411,3.9212258649084744,2.2403348407146444,2.117014109651012,2.360488747849075,2.415735774577413,3.5333154092381323,3.2249708666982846,3.875342286343411,3.9212258649084744,1.7186662757254791,1.7827938521517588,0.981415253261698
base_stream,32,ercb_beta_0p03,softmax,token,0.03,16,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,29.484029484029485,29.484029484029485,29.484029484029485,29.484029484029485,17.368400562277706,17.097923060491446,17.501746985054734,17.50995828925683,0.0,0.0,0.0,0.0,65.8125,63.0,70.0,70.0,0.742383488784111,0.7394469553582442,0.748340955097051,0.749905371315957,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.9735790259166061,0.23119553713249513,0.22523807081955508,0.2341320705583618,0.23431285499019705,15.709427371444363,15.413085780578898,15.847628003608193,15.86552828351416,0.5328114116814879,0.5227604927246343,0.5374987164557112,0.5381058342825219,0.46713885506734865,0.4493679713506581,0.4941695272917783,0.5024684585847504,1.0,1.0,1.0,1.0,57.265625,56.3671875,58.2890625,58.40625,26.744140625,26.046875,27.921875,28.625,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982065633577931,0.9807222117643848,0.9828551447990073,0.9828806770216222,0.01793436642206899,0.017144855200992796,0.019277788235615132,0.01933773933879748,0.0,0.0,0.0,0.0,0.10846555094307475,0.10620583511438902,0.11178690378874277,0.11309178195113394,0.9206606040558027,0.9177080701878031,0.9236027570997815,0.9236048155037151,1.0020231584788486,0.9576371132833931,1.0419344566154547,1.0509602849475579,3.3053324049221215,3.1434689302317933,3.4982064133554625,3.5747469708509394,5.873665158309372,5.5615080541228545,6.5806530316445215,7.010296321382684,3.393673573903447,3.250059193864529,3.6841269814134208,3.86721855149894,5.873665158309372,5.5615080541228545,6.5806530316445215,7.010296321382684,2.2238629008636894,2.291960405646896,0.9637105968540473
