dataset,scene,frame_index,uid,baseline_psnr,ours_psnr,delta_psnr,scene_delta_psnr
rpng,table_04,3495,1662919272285431862.png,21.18570327758789,24.343969345092773,3.158266067504883,1.1251944239738059
aria,aria301_305,2295,1531100694900.jpg,25.144662857055664,28.29991340637207,3.1552505493164062,3.185685308169788
rpng,table_02,800,1662917389515921831.png,20.15514373779297,23.3096866607666,3.154542922973633,2.1988808030951503
rpng,table_02,945,1662917394345983744.png,19.42173957824707,22.575870513916016,3.1541309356689453,2.1988808030951503
rpng,table_02,2365,1662917441706057549.png,21.176597595214844,24.32843017578125,3.1518325805664062,2.1988808030951503
rpng,table_08,4675,1662925948212599516.png,22.984189987182617,26.131771087646484,3.147581100463867,1.692766843330734
rpng,table_06,2175,1662924079502806902.png,22.60734748840332,25.75351333618164,3.1461658477783203,1.7908915442389421
rpng,table_02,370,1662917375192880630.png,21.140478134155273,24.285181045532227,3.144702911376953,2.1988808030951503
rpng,table_08,7155,1662926030937135220.png,21.671432495117188,24.816120147705078,3.1446876525878906,1.692766843330734
rpng,table_04,4085,1662919291962805986.png,22.716537475585938,25.860641479492188,3.14410400390625,1.1251944239738059
rpng,table_03,1095,1662918498928284883.png,20.041034698486328,23.18484115600586,3.1438064575195312,1.7509620873292064
rpng,table_08,6580,1662926011752023935.png,19.724803924560547,22.868497848510742,3.1436939239501953,1.692766843330734
aria,aria1253,335,3831519945550.jpg,25.881139755249023,29.02451515197754,3.1433753967285156,1.7197942733764648
rpng,table_02,2070,1662917431868200064.png,20.883197784423828,24.025362014770508,3.1421642303466797,2.1988808030951503
rpng,table_06,1680,1662924063009553671.png,23.0583553314209,26.199825286865234,3.141469955444336,1.7908915442389421
rpng,table_02,2505,1662917446380783319.png,21.711957931518555,24.85304069519043,3.141082763671875,2.1988808030951503
aria,aria301_305,1785,1505600686437.jpg,22.664840698242188,25.803871154785156,3.1390304565429688,3.185685308169788
rpng,table_03,1940,1662918527100611210.png,20.675750732421875,23.812715530395508,3.136964797973633,1.7509620873292064
rpng,table_08,360,1662925804323790789.png,23.60584259033203,26.742210388183594,3.1363677978515625,1.692766843330734
rpng,table_04,4035,1662919290293901682.png,23.3865909576416,26.52279281616211,3.136201858520508,1.1251944239738059
aria,aria1253,795,3854519940675.jpg,23.7930965423584,26.92925262451172,3.1361560821533203,1.7197942733764648
rpng,table_08,6975,1662926024920593500.png,22.784000396728516,25.9186954498291,3.134695053100586,1.692766843330734
rpng,table_06,2125,1662924077837659597.png,22.38582992553711,25.518840789794922,3.1330108642578125,1.7908915442389421
rpng,table_07,2870,1662924251315603971.png,24.429170608520508,27.561044692993164,3.1318740844726562,1.4890395942958747
rpng,table_07,560,1662924174291465521.png,26.433488845825195,29.564983367919922,3.1314945220947266,1.4890395942958747
rpng,table_07,535,1662924173458539963.png,25.827239990234375,28.95613670349121,3.128896713256836,1.4890395942958747
rpng,table_07,540,1662924173625132322.png,25.92633056640625,29.054447174072266,3.1281166076660156,1.4890395942958747
rpng,table_07,475,1662924171451884508.png,24.52410888671875,27.648967742919922,3.124858856201172,1.4890395942958747
rpng,table_02,2520,1662917446883072853.png,22.21322250366211,25.33734893798828,3.124126434326172,2.1988808030951503
rpng,table_02,2230,1662917437203927994.png,20.166839599609375,23.290346145629883,3.123506546020508,2.1988808030951503
rpng,table_07,565,1662924174458064795.png,26.467376708984375,29.590858459472656,3.1234817504882812,1.4890395942958747
rpng,table_02,1615,1662917416690105200.png,21.206832885742188,24.330299377441406,3.1234664916992188,2.1988808030951503
aria,aria1253,905,3860019945850.jpg,23.001781463623047,26.123519897460938,3.1217384338378906,1.7197942733764648
rpng,table_08,3125,1662925896518702984.png,23.19089698791504,26.311857223510742,3.120960235595703,1.692766843330734
rpng,table_04,4090,1662919292129347563.png,22.472078323364258,25.5921630859375,3.120084762573242,1.1251944239738059
rpng,table_02,1600,1662917416190594673.png,19.99361801147461,23.110416412353516,3.1167984008789062,2.1988808030951503
aria,aria301_305,2020,1517350694850.jpg,22.457569122314453,25.572601318359375,3.115032196044922,3.185685308169788
rpng,table_07,3820,1662924283002882242.png,25.137367248535156,28.25146484375,3.1140975952148438,1.4890395942958747
rpng,table_08,4640,1662925947045488596.png,22.710453033447266,25.823780059814453,3.1133270263671875,1.692766843330734
rpng,table_08,5705,1662925982566709995.png,20.000957489013672,23.1138973236084,3.1129398345947266,1.692766843330734
rpng,table_08,330,1662925803323126316.png,23.535804748535156,26.64741325378418,3.1116085052490234,1.692766843330734
rpng,table_08,2900,1662925889023094654.png,23.155431747436523,26.266132354736328,3.1107006072998047,1.692766843330734
rpng,table_02,2090,1662917432535162687.png,20.181739807128906,23.29175567626953,3.110015869140625,2.1988808030951503
rpng,table_08,7810,1662926052764498949.png,19.93665885925293,23.045509338378906,3.1088504791259766,1.692766843330734
rpng,table_07,530,1662924173291940689.png,25.687328338623047,28.794811248779297,3.10748291015625,1.4890395942958747
rpng,table_03,2895,1662918558953479767.png,23.038532257080078,26.145843505859375,3.107311248779297,1.7509620873292064
rpng,table_02,2200,1662917436203488827.png,22.874574661254883,25.980262756347656,3.1056880950927734,2.1988808030951503
rpng,table_04,5465,1662919337974588633.png,21.64620590209961,24.75173568725586,3.10552978515625,1.1251944239738059
rpng,table_04,3955,1662919287616146088.png,20.89786148071289,24.003217697143555,3.105356216430664,1.1251944239738059
rpng,table_08,3825,1662925919866698027.png,22.591938018798828,25.69723129272461,3.1052932739257812,1.692766843330734
rpng,table_02,2240,1662917437537405729.png,20.416706085205078,23.52145767211914,3.1047515869140625,2.1988808030951503
rpng,table_03,2650,1662918550775574923.png,17.377273559570312,20.480955123901367,3.1036815643310547,1.7509620873292064
rpng,table_07,545,1662924173791719437.png,26.082538604736328,29.184446334838867,3.101907730102539,1.4890395942958747
rpng,table_03,2900,1662918559119403601.png,23.191221237182617,26.2923526763916,3.1011314392089844,1.7509620873292064
rpng,table_02,915,1662917393345816612.png,19.302003860473633,22.402786254882812,3.1007823944091797,2.1988808030951503
rpng,table_08,6985,1662926025253300667.png,22.94602394104004,26.046083450317383,3.1000595092773438,1.692766843330734
aria,aria301_305,1790,1505850687062.jpg,22.561199188232422,25.658523559570312,3.0973243713378906,3.185685308169788
rpng,table_08,310,1662925802657027245.png,21.176578521728516,24.27206802368164,3.095489501953125,1.692766843330734
rpng,table_03,5605,1662918649315196276.png,19.993799209594727,23.08926010131836,3.095460891723633,1.7509620873292064
rpng,table_02,2510,1662917446547591925.png,22.355220794677734,25.450450897216797,3.0952301025390625,2.1988808030951503
rpng,table_02,1270,1662917405202108383.png,20.854907989501953,23.94601058959961,3.0911026000976562,2.1988808030951503
rpng,table_05,3440,1662923883221221209.png,23.957530975341797,27.047988891601562,3.0904579162597656,1.0883580475224477
rpng,table_07,550,1662924173958299875.png,26.289722442626953,29.37980842590332,3.090085983276367,1.4890395942958747
rpng,table_04,4925,1662919319961514711.png,21.516447067260742,24.604633331298828,3.088186264038086,1.1251944239738059
rpng,table_08,7465,1662926041246499538.png,21.969844818115234,25.05559730529785,3.085752487182617,1.692766843330734
rpng,table_02,2370,1662917441872811556.png,21.150646209716797,24.231891632080078,3.0812454223632812,2.1988808030951503
rpng,table_02,2075,1662917432034941435.png,20.939607620239258,24.019086837768555,3.079479217529297,2.1988808030951503
rpng,table_04,3510,1662919272784049749.png,21.847713470458984,24.92584991455078,3.078136444091797,1.1251944239738059
