kappa,beta,algorithm,scenarios,fairness_nrmse_worst_scenario,fairness_rmse_updates_worst_scenario,jain_min_scenario,jain_regret_worst_scenario,cohort_ratio_min_scenario,cohort_ratio_max_scenario,entropy_ratio_min_scenario,shuffle_kl_worst_scenario,gradient_ratio_mean_worst_scenario,gradient_ratio_field_worst_scenario,temporal_w1_ratio_worst_scenario,admission_tracking_nrmse_worst_scenario,admission_pool_rate_cv_worst_scenario,budget_violation_worst_scenario,constraint_violation_factor,meets_all_quality_constraints
848,0.0035,ercb_beta_0p0035,3,0.08821951901288821,29.961346079848827,0.8848530524223406,0.018477668463678258,0.9779830916534455,1.0316785714285714,0.9895518026138405,0.009612131120115663,1.473884374905325,1.9116079017634777,1.3129212718674514,0.0,0.327735768799997,0.0,1.8477668463678258,False
848,0.004,ercb_beta_0p004,3,0.08075983580653032,27.42786876448199,0.8876355797088934,0.015695141177125428,0.9769188827916139,1.0233341992204323,0.9868907577774254,0.01220918801680023,1.5439916451096716,2.0442066722431433,1.3471853544687968,0.0,0.327735768799997,0.0,1.5695141177125427,False
848,0.0045,ercb_beta_0p0045,3,0.07388785145644967,25.09398728709612,0.8901667241236391,0.013163996762379837,0.9748155882397128,1.0308383233532934,0.9839752915763563,0.014892965066257799,1.6373460807169735,2.212663158550054,1.398396201727345,0.0,0.327735768799997,0.0,1.3163996762379837,False
848,0.005,ercb_beta_0p005,3,0.06942926247625031,23.57974952023595,0.8924112699306506,0.010919450955368244,0.9752417460346365,1.030039982077,0.9812741177109904,0.01787787882988069,1.724876412303367,2.395182305498384,1.4361179231254901,0.0,0.327735768799997,0.0,1.0919450955368244,False
848,0.0055,ercb_beta_0p0055,3,0.063707517862707,21.636515500541993,0.8941959640777627,0.009134756808256168,0.9781804863115543,1.0306692614770459,0.9783008839423853,0.020864392612263256,1.7860783941445593,2.50013646925457,1.4735314244837896,0.0,0.327735768799997,0.0,0.9710713908094024,True
848,0.006,ercb_beta_0p006,3,0.059982987485093286,20.3715806553147,0.8953829294383138,0.007947791447705082,0.9777261113949923,1.0204146639200429,0.9748969960814792,0.024049911685404764,1.8679836140442203,2.692038014690674,1.509432264809761,0.0,0.327735768799997,0.0,0.9744619214321608,True
848,0.0065,ercb_beta_0p0065,3,0.05659459002501958,19.22080415944061,0.8965542917952869,0.0067764290907319615,0.9770226754327115,1.0195273109243697,0.971924906969363,0.02698067604423365,1.9010733592890172,2.7309968386777452,1.5227360023222847,0.0,0.327735768799997,0.0,0.9774417685850558,True
848,0.007,ercb_beta_0p007,3,0.05331171365911116,18.1058650163019,0.8973927840615081,0.0059379368245106815,0.9768973131864075,1.0236329388560157,0.9690563805126342,0.030043987467807974,1.9414677359063424,2.8008446280865713,1.5393437029278316,0.0,0.327735768799997,0.0,0.9803351168251394,True
864,0.0,ercb_beta_0,3,0.1591673943593594,55.09640573977825,0.8591375155803447,0.05522921772597153,0.974262831313827,1.0336445556357248,1.0,0.0,1.1009298127471419,1.2505161889760656,1.0508017166896917,0.0,0.450511043654336,0.0,5.522921772597153,False
864,0.0035,ercb_beta_0p0035,3,0.08480996026964999,29.357293939494227,0.8960263558361898,0.01834037747012639,0.9723549333935426,1.021519840960474,0.9895194131725517,0.009659450031675891,1.4591824690395747,1.9343872070241541,1.3037957688439772,0.0,0.450511043654336,0.0,1.834037747012639,False
864,0.004,ercb_beta_0p004,3,0.07894806793061908,27.328177360598907,0.8986407248748903,0.015726008431425943,0.9674166041565548,1.0223746340175361,0.9866568965378366,0.012305188087420482,1.5165668106803225,2.0283228516610046,1.3364599167614988,0.0,0.450511043654336,0.0,1.5726008431425942,False
864,0.0045,ercb_beta_0p0045,3,0.0725445700583956,25.111581943290783,0.9017572839126566,0.012609449393659617,0.9666008344511224,1.028154143604519,0.984001255855451,0.015270683266065425,1.6252896284555132,2.2539520448743198,1.381339807196813,0.0,0.450511043654336,0.0,1.2609449393659617,False
864,0.005,ercb_beta_0p005,3,0.06691271011434374,23.16209196265745,0.9037700823407361,0.010596650965580134,0.9660468468079907,1.0234024074149466,0.9812697461162248,0.017853435750514728,1.7008368253380857,2.413435801682282,1.4227379837508787,0.0,0.450511043654336,0.0,1.0596650965580134,False
864,0.0055,ercb_beta_0p0055,3,0.06138302255657302,21.247969346506043,0.9056966980058738,0.008670035300442452,0.9791121880920005,1.0289249158433456,0.9783385676030746,0.020677166292425456,1.7027576544924468,2.4304268930416884,1.4381265312784135,0.0,0.450511043654336,0.0,0.9710339870659459,True
864,0.006,ercb_beta_0p006,3,0.05725106086086488,19.8176749133763,0.9067534502551954,0.007613283051120822,0.9768585265695092,1.0193411023699237,0.9746309254585835,0.023972156926708225,1.8063772057730707,2.605378511471268,1.471681254128774,0.0,0.450511043654336,0.0,0.9747279459175849,True
864,0.0065,ercb_beta_0p0065,3,0.054129041213066824,18.73697580452313,0.9078257790634652,0.006540954242851088,0.9671754343629344,1.0298478055966986,0.9718028151341668,0.027032414984643163,1.8685847489220517,2.7385108765225388,1.519542519721822,0.0,0.450511043654336,0.0,0.9775645688666206,True
864,0.007,ercb_beta_0p007,3,0.05144455507093155,17.807730601476305,0.9086667634307758,0.005699969875540401,0.9789570778502029,1.0198342971986383,0.9686663325248025,0.030330373135667697,1.9038537710522783,2.7836770862509397,1.5346712574418095,0.0,0.450511043654336,0.0,0.980729863423508,True
