scenario,kappa,algorithm,sampler,admission,beta,seeds,steps_mean,steps_q05,steps_p95,steps_worst,batch_size_mean,batch_size_q05,batch_size_p95,batch_size_worst,initial_views_mean,initial_views_q05,initial_views_p95,initial_views_worst,final_views_mean,final_views_q05,final_views_p95,final_views_worst,target_final_views_mean,target_final_views_q05,target_final_views_p95,target_final_views_worst,mean_count_mean,mean_count_q05,mean_count_p95,mean_count_worst,count_std_mean,count_std_q05,count_std_p95,count_std_worst,count_min_mean,count_min_q05,count_min_p95,count_min_worst,count_max_mean,count_max_q05,count_max_p95,count_max_worst,jain_index_mean,jain_index_q05,jain_index_p95,jain_index_worst,oracle_jain_index_mean,oracle_jain_index_q05,oracle_jain_index_p95,oracle_jain_index_worst,jain_regret_mean,jain_regret_q05,jain_regret_p95,jain_regret_worst,fairness_rmse_updates_mean,fairness_rmse_updates_q05,fairness_rmse_updates_p95,fairness_rmse_updates_worst,fairness_nrmse_mean,fairness_nrmse_q05,fairness_nrmse_p95,fairness_nrmse_worst,cohort_mid_first_ratio_mean,cohort_mid_first_ratio_q05,cohort_mid_first_ratio_p95,cohort_mid_first_ratio_worst,admission_tracking_rmse_mean,admission_tracking_rmse_q05,admission_tracking_rmse_p95,admission_tracking_rmse_worst,admission_tracking_nrmse_mean,admission_tracking_nrmse_q05,admission_tracking_nrmse_p95,admission_tracking_nrmse_worst,admission_max_lag_mean,admission_max_lag_q05,admission_max_lag_p95,admission_max_lag_worst,admission_max_overshoot_mean,admission_max_overshoot_q05,admission_max_overshoot_p95,admission_max_overshoot_worst,admission_rate_ratio_mean,admission_rate_ratio_q05,admission_rate_ratio_p95,admission_rate_ratio_worst,admission_pool_rate_cv_mean,admission_pool_rate_cv_q05,admission_pool_rate_cv_p95,admission_pool_rate_cv_worst,budget_violation_mean,budget_violation_q05,budget_violation_p95,budget_violation_worst,entropy_ratio_mean,entropy_ratio_q05,entropy_ratio_p95,entropy_ratio_worst,shuffle_kl_norm_mean,shuffle_kl_norm_q05,shuffle_kl_norm_p95,shuffle_kl_norm_worst,duplicate_rate_mean,duplicate_rate_q05,duplicate_rate_p95,duplicate_rate_worst,temporal_w1_mean,temporal_w1_q05,temporal_w1_p95,temporal_w1_worst,cohort_entropy_mean,cohort_entropy_q05,cohort_entropy_p95,cohort_entropy_worst,gradient_ratio_iid_mean,gradient_ratio_iid_q05,gradient_ratio_iid_p95,gradient_ratio_iid_worst,gradient_ratio_smooth_order_mean,gradient_ratio_smooth_order_q05,gradient_ratio_smooth_order_p95,gradient_ratio_smooth_order_worst,gradient_ratio_abrupt_regime_mean,gradient_ratio_abrupt_regime_q05,gradient_ratio_abrupt_regime_p95,gradient_ratio_abrupt_regime_worst,gradient_ratio_mean_mean,gradient_ratio_mean_q05,gradient_ratio_mean_p95,gradient_ratio_mean_worst,gradient_ratio_worst_mean,gradient_ratio_worst_q05,gradient_ratio_worst_p95,gradient_ratio_worst_worst,temporal_w1_to_uniform,temporal_w1_to_uniform_p95,cohort_entropy_to_uniform
base_stream,784,ercb_beta_0,softmax,token,0.0,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,94.26128736603874,93.38071063019609,94.94126295249282,95.19545545718672,4.71875,3.0,7.0,7.0,324.21875,320.55,329.35,333.0,0.8800466946470455,0.878522358013044,0.8820157220136804,0.8825477397958512,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.03271147393005788,0.030742446563422933,0.03423581056405935,0.03480759007351841,26.5515438863725,25.221199613405016,27.45730175262126,28.811197586753988,0.10399354688829227,0.09878303181916964,0.10754109853109992,0.11284385721478644,1.0032526763961411,0.9807995256916996,1.0327503677421441,1.0379951495553759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021795279534437856,0.020759940271441738,0.02273461157166455,0.022940631960840084,0.9884094990307198,0.9877445482621894,0.98888638872045,0.9889369989152451,0.9948469736117641,0.9478972354823176,1.0462113311313308,1.0539383622934957,1.0023193960200107,0.920920531921092,1.099751567216049,1.1586122427903824,1.018180249798345,0.9048761848451844,1.1509773979868088,1.278612751043119,1.0051155398100398,0.9400865600877217,1.0847720463890675,1.126347138338044,1.0425008861878458,0.966142075019444,1.1509773979868088,1.278612751043119,1.0,1.0430979577822113,1.0
base_stream,784,ercb_beta_0p0035,softmax,token,0.0035,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,85.47730816076722,84.72053043542932,86.0732233720229,86.26138071889999,6.6875,6.0,7.0,7.0,315.875,311.55,319.45,322.0,0.8992131004569992,0.8979482020622962,0.900814948897205,0.9012202409409811,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.013545068120104201,0.011943219679898314,0.014809966514807187,0.015210862442553208,16.310207288792697,15.215872530677064,17.756013470001154,18.216195739891536,0.06388164521443805,0.05959550074515183,0.06954438609083785,0.07134676664790851,0.9968213558599093,0.9728471303966273,1.0273375935162095,1.0430379746835443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9955396655154448,0.9949007305653873,0.9961010576514162,0.9962595322823938,0.004460334484555213,0.0038989423485837967,0.005099269434612734,0.005263227843042298,0.0,0.0,0.0,0.0,0.02373548166985076,0.02290520925319145,0.02439870841577144,0.024662217343421403,0.988231808292019,0.9876146957544265,0.9888070505635276,0.9890009923186853,1.0056043105498882,0.9705915361169788,1.035565045721585,1.0460138411341293,1.2968081930435096,1.2057175345410156,1.4014481916252128,1.5122009378813697,1.228257255112715,1.073185938305474,1.3966677104325902,1.5765858347526724,1.1768899195687044,1.0904229546699242,1.2645145576709353,1.3782668712560568,1.3013061638955095,1.2057175345410156,1.4293116662773355,1.5765858347526724,1.0890193737752834,1.1194492081287606,0.9998202255857768
base_stream,784,ercb_beta_0p004,softmax,token,0.004,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,84.66649915511599,83.99018688649332,85.31963564037792,85.7061050440917,6.75,6.0,7.0,7.0,315.75,311.55,319.45,321.0,0.9009273841175154,0.8995486285280044,0.9023513537584722,0.902550313858111,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.011830784459587927,0.010406814818631182,0.013209540049098944,0.014029252117763291,15.602055787497399,14.765039933394986,16.901501730698012,17.055603683871077,0.0611080518343648,0.05782973973913036,0.06619754844523389,0.06680111442849505,0.9995676503825084,0.9800405573585494,1.0235540656418158,1.030252100840336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9942710384466282,0.9933378012081101,0.9950013097159556,0.995311681592581,0.005728961553371849,0.004998690284044441,0.006662198791889922,0.006783019490430601,0.0,0.0,0.0,0.0,0.024218210136663792,0.023386513285093925,0.024817639894097458,0.025094838548343882,0.9881475279722944,0.9875935713103424,0.9886806928226936,0.988905957387221,1.0038472202373596,0.9612462030066322,1.036394763988838,1.0481083752913456,1.371428100769069,1.2558849420494131,1.483270902208601,1.5503559926618862,1.2800434945881611,1.1257238913503478,1.392022013211104,1.5449069988444613,1.2184396051981965,1.1385952612261818,1.2868772935183892,1.3540083621557804,1.372790803129922,1.2628346968573374,1.483270902208601,1.5503559926618862,1.1111676773127668,1.138670410484256,0.9997349569599622
base_stream,784,ercb_beta_0p0045,softmax,token,0.0045,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,83.76209163112009,83.1924627234359,84.25200860751195,84.45144806411997,6.84375,6.0,7.0,7.0,313.96875,309.0,321.0,322.0,0.9028287941655528,0.9018014873860761,0.9040202583706388,0.9046144950777978,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.009929374411550566,0.00873791020646451,0.010956681191027223,0.01137619226557196,14.324798494454667,13.403717111417079,15.42182243674685,15.7642201931422,0.056105460769947435,0.05249789201971689,0.0604021378772585,0.06174319575647362,1.0042902888334146,0.9814380096931417,1.0249555462653288,1.0259849119865885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9928972127499656,0.9921837232380103,0.993592423259058,0.993984067556477,0.0071027872500344525,0.006407576740941901,0.007816276761989706,0.007952902758874874,0.0,0.0,0.0,0.0,0.024652076562653252,0.02401776643810566,0.02526387265368583,0.02562240699600705,0.9881138382839089,0.9874934879773661,0.9887394996629824,0.9887785314114494,1.006580159391906,0.9507332099019838,1.0519548011845348,1.0836344754907317,1.449403605975233,1.3348041107454136,1.5619471802898601,1.6137325391154833,1.3241058118541467,1.19275273298003,1.4297564892257906,1.4526619641238587,1.2600298590737617,1.1860053629533014,1.3311109027120216,1.3441664990179198,1.449403605975233,1.3348041107454136,1.5619471802898601,1.6137325391154833,1.1310741173886523,1.1591442364282316,0.9997008722122754
base_stream,784,ercb_beta_0p005,softmax,token,0.005,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,83.18757501997054,82.57712148366264,83.82173550057924,84.1116548665051,6.9375,6.55,7.0,7.0,313.5,310.0,317.45,320.0,0.9040294972677618,0.902704594814385,0.9053009376359029,0.9057446400925551,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.008728671309341466,0.007457230941200432,0.010053573762718348,0.010661741585596407,13.593266053058244,12.532870675389432,14.697264657729658,14.83669975346499,0.05324029204114479,0.049087076811941945,0.05756428657610783,0.05811040736773787,0.997266575460904,0.9777877877877877,1.016190476190476,1.019134775374376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9915191211280655,0.9906024882284196,0.9923940970923302,0.9929795114849594,0.008480878871934515,0.007605902907669794,0.009397511771580443,0.010234253965655842,0.0,0.0,0.0,0.0,0.024930046447600496,0.024071858373388353,0.025812267044325793,0.026018843473923452,0.988056265397547,0.9874493669574046,0.9886290892506941,0.9887252086597267,1.0018759497054792,0.9560193213553627,1.0450313530651796,1.0595110833283967,1.4923754383725567,1.371780201413228,1.6016746101011305,1.6801599023094933,1.3456569305635322,1.195275149721621,1.515607533861402,1.529642724486102,1.2799694395471894,1.1888424907758637,1.3840169883095956,1.3990589415025363,1.4923754383725567,1.371780201413228,1.6016746101011305,1.6801599023094933,1.1438277911604446,1.1843053906943866,0.9996426242022974
base_stream,784,ercb_beta_0p0055,softmax,token,0.0055,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,82.61504743142407,82.04348705913155,83.05731929408286,83.16098368698106,6.875,6.0,7.0,7.0,312.8125,309.0,317.0,324.0,0.9052214371800843,0.9043020233344566,0.9064067363285327,0.9065427342167416,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.007536731397019058,0.006351432248570638,0.008456145242646674,0.008672208586297359,12.815377478590328,11.834246680421296,14.018051982898472,14.161680390736182,0.050193561791145445,0.04635079949831675,0.054904036933019006,0.05546658153038338,0.9976893849890842,0.9773690628783024,1.0309688230170864,1.0403022670025188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9899970339367639,0.9889962802393537,0.9906643100050595,0.9907647089964349,0.010002966063236094,0.009335689994940461,0.011003719760646255,0.011036190033427153,0.0,0.0,0.0,0.0,0.025377663378188982,0.02466420847133151,0.02614635811411248,0.026488146904602657,0.9877412103603337,0.9871037950138343,0.9883838354415333,0.9884624441407874,1.0153459629887824,0.9639349265719305,1.054377370702531,1.057255473653403,1.583211273938936,1.4892107542644326,1.7139484189677685,1.744448648326125,1.4127882946967811,1.2631900373812412,1.5606214923785249,1.583270976817345,1.3371151772081666,1.2679602773317162,1.4161928642727557,1.4399229519729897,1.583211273938936,1.4892107542644326,1.7139484189677685,1.744448648326125,1.1643651249386704,1.1996339883046536,0.9993238746986532
base_stream,784,ercb_beta_0p006,softmax,token,0.006,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,82.05582475852519,81.71546524622953,82.4103083801476,82.96374660259455,7.0,7.0,7.0,7.0,312.90625,309.55,318.0,327.0,0.9063805934353022,0.9056470829493264,0.9070842441930546,0.9076701760557414,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.006377575141801151,0.005673924384048757,0.007111085627776981,0.008261179138801644,11.935850444867805,10.882266230098379,13.163352419635451,13.814885588733162,0.04674874757573224,0.04262220940121865,0.05155646364357218,0.05410830188920488,0.9999381120317624,0.9868463578297493,1.0163595445507851,1.0233139050791007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9883715361166664,0.9873807616043693,0.989242277403889,0.9896852317292258,0.011628463883333554,0.01075772259611098,0.01261923839563071,0.01293612208009637,0.0,0.0,0.0,0.0,0.02589234764134317,0.024948862884506894,0.026682229490676102,0.027047472462405447,0.9876502124656146,0.9870982253218115,0.9883729266090651,0.9884560413982699,1.0081831635987355,0.9670517099987918,1.0639718705424823,1.07599443247912,1.6463424827429844,1.4805199661411013,1.791378330224408,1.8723312258215559,1.4465619624977686,1.2424316287663468,1.6016728601074994,1.65355613681921,1.367029202946496,1.2511497515704713,1.468053762336428,1.5101890716255355,1.6463424827429844,1.4805199661411013,1.791378330224408,1.8723312258215559,1.1879796081730312,1.2242205679682414,0.999231809724765
base_stream,784,ercb_beta_0p0065,softmax,token,0.0065,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,81.66849522046273,81.2804984020426,81.95330922185721,82.5322906202195,6.96875,7.0,7.0,7.0,311.1875,308.0,316.0,317.0,0.9071805000382045,0.906593165076626,0.9079800012918416,0.9083348464888247,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.0055776685388989715,0.004778167285261703,0.006165003500477356,0.007364159275009885,11.501984202115988,10.323983560071643,13.061036361077552,13.830278223690254,0.04504943812495428,0.040435602276947265,0.05115572574755374,0.05416858970945349,1.0020796505641585,0.9808079353085201,1.0260433487855847,1.031409168081494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9865540332669553,0.985553935255295,0.9873695441288416,0.9884079354935378,0.013445966733044623,0.012630455871158389,0.014446064744704947,0.014777242391663524,0.0,0.0,0.0,0.0,0.026101249193004945,0.025298915766036,0.026867789235732523,0.027255658956559237,0.9876916647410803,0.9870363982891275,0.988294535127983,0.988471966301923,1.0070017604051502,0.9677392803057279,1.0423058607253552,1.0728976750533634,1.6968075737343113,1.5378656490925628,1.8547611173563803,1.8771400658245991,1.4899429545181484,1.3349237163971752,1.640398827745703,1.6926077356860036,1.3979174295525367,1.3017534410008118,1.4991331697023023,1.5206282778260884,1.6968075737343113,1.5378656490925628,1.8547611173563803,1.8771400658245991,1.1975643235849944,1.2327343264067707,0.9992737480868572
base_stream,784,ercb_beta_0p007,softmax,token,0.007,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,81.33862083919873,80.9559797591867,81.7008309346354,81.86213277367268,7.0,7.0,7.0,7.0,311.1875,306.55,315.45,316.0,0.9078600872558258,0.9071143124434322,0.9086463204729095,0.9088225310434843,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.9127581685771033,0.0048980813212774685,0.004111848104193866,0.005643856133671154,0.00597664426073663,10.899473982187873,9.73936930319337,12.000661276755684,12.534208510261964,0.04268960643023583,0.03814586310417403,0.047002590000626426,0.04909231666519269,0.9998101175648362,0.9786993108167151,1.0200086597673623,1.0409906063193852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.11673095170843167,0.0,0.0,0.0,0.0,0.9851567545794231,0.9840683292520479,0.9861751301387642,0.9869127619947925,0.014843245420576991,0.013824869861235814,0.015931670747952084,0.016149198776191163,0.0,0.0,0.0,0.0,0.026462983938501404,0.025620227360974284,0.02729758447008732,0.027625553511873298,0.9875272002882847,0.9868854496435931,0.9882176569266994,0.9884073122985217,1.0098486062429413,0.9754095287621507,1.0666595261048497,1.0750612048489505,1.7622187213021654,1.6133458811713652,1.912120395228861,1.967863061310546,1.556051221637374,1.3848677611371327,1.7047300666084042,1.831039501038709,1.442706183060827,1.3415010459818328,1.548261417163813,1.586720435340072,1.7622187213021654,1.6133458811713652,1.912120395228861,1.967863061310546,1.2141612543527278,1.2524539741257041,0.99910735505547
base_stream,800,ercb_beta_0,softmax,token,0.0,32,12000.0,12000.0,12000.0,12000.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,255.31914893617022,255.31914893617022,255.31914893617022,255.31914893617022,96.2585831826783,95.09538972858567,97.47822352313152,97.58010487471715,0.0,0.0,0.0,0.0,325.875,322.0,331.45,333.0,0.8755469695145008,0.8727805399278125,0.8781757170660244,0.8794263052726151,0.9072906474085826,0.9072906474085826,0.9072906474085826,0.9072906474085826,0.03174367789408179,0.029114930342558177,0.03451010748077009,0.03474225239046069,26.08087081621857,24.455163595564073,27.223979031192666,27.7511740215521,0.10215007736352272,0.09578272408262596,0.1066272512055046,0.10869209825107905,0.9959420852998822,0.9728506390679788,1.0182307095837526,1.0321782178217822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16248076809271922,0.16248076809271922,0.16248076809271922,0.16248076809271922,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021357342196621394,0.020719061689248836,0.022009472118119926,0.02226457670917837,0.9886042610851099,0.9881134846463824,0.989099630942253,0.9891467094821734,0.9987212666178875,0.9417208877469384,1.0311307387312207,1.0385895855940908,0.9965543015813326,0.8874996903250328,1.088509465016227,1.1181166254135244,0.9820395343033539,0.9048962789754492,1.081941371105266,1.1371695297878768,0.992438367500858,0.9397690601986878,1.0462895244286095,1.0714487005607987,1.0316839004691183,0.984238592980136,1.109954690098295,1.1371695297878768,1.0,1.0305342263796144,1.0
