kappa,beta,algorithm,scenarios,fairness_nrmse_worst_scenario,fairness_rmse_updates_worst_scenario,jain_min_scenario,jain_regret_worst_scenario,cohort_ratio_min_scenario,cohort_ratio_max_scenario,oracle_cohort_ratio_min_scenario,oracle_cohort_ratio_max_scenario,entropy_ratio_min_scenario,shuffle_kl_worst_scenario,gradient_ratio_mean_worst_scenario,gradient_ratio_field_worst_scenario,temporal_w1_ratio_worst_scenario,admission_tracking_nrmse_worst_scenario,admission_pool_rate_cv_worst_scenario,budget_violation_worst_scenario,constraint_violation_factor,meets_all_quality_constraints
16,0.0,ercb_beta_0,3,0.9778165431469449,15.425677280144617,0.5045175150900132,0.48913945465678366,0.14258012820512822,0.216719903214953,1.0,1.0,0.9999999999999993,6.408027025779813e-16,1.0892221413926757,1.1765667650939542,1.0286252276439156,0.0,0.0,0.0,48.91394546567837,False
16,0.005,ercb_beta_0p005,3,0.9207191789610063,14.524930080015874,0.5347314232443162,0.4598098955272952,0.15604470300600654,0.23568629512618058,1.0,1.0,0.9994803881876498,0.0003721742593335519,1.1363406150408426,1.218376922826099,1.0486878719510593,0.0,0.0,0.0,45.98098955272952,False
16,0.01,ercb_beta_0p01,3,0.8756262139929156,13.813559905234428,0.5589933331069038,0.4355479856647076,0.1857615630573234,0.2777797576621525,1.0,1.0,0.9985247543966194,0.0012226896156766695,1.1473581994769115,1.2759202690192373,1.0821320170239173,0.0,0.0,0.0,43.55479856647076,False
16,0.02,ercb_beta_0p02,3,0.7975897485918744,12.582485078574704,0.603033281477048,0.39150803729456324,0.2163773243376666,0.30226858877086493,1.0,1.0,0.995593170814251,0.004034544544951148,1.3340592615848317,1.591477737477353,1.206055392722173,0.0,0.0,0.0,39.15080372945632,False
16,0.03,ercb_beta_0p03,3,0.7389024924757064,11.656656323017279,0.6377809648046887,0.3567603539669227,0.27059810551376545,0.3511525007831262,1.0,1.0,0.9915780013659905,0.007986618094817167,1.6079479181693952,2.013568771760668,1.3726323778571845,0.0,0.0,0.0,35.67603539669227,False
16,0.05,ercb_beta_0p05,3,0.6500349570311226,10.25471448427713,0.6912611219375677,0.30213774144577726,0.3290297418348347,0.4573830545653962,1.0,1.0,0.9811244075843557,0.017926760199083944,2.485116097019285,3.435559083098475,1.7666369244753701,0.0,0.0,0.0,30.213774144577727,False
16,0.075,ercb_beta_0p075,3,0.5678889319067435,8.958808741736531,0.7442200681814023,0.25032125059020904,0.4212359144942111,0.5084216820161348,1.0,1.0,0.9671822420564595,0.031737312453685856,3.574206021340873,5.223318792666716,2.212677413574556,0.0,0.0,0.0,25.032125059020903,False
16,0.1,ercb_beta_0p1,3,0.502886209381381,7.933349490679104,0.7852362119935601,0.20930510677805125,0.4837383932492628,0.5758240136688413,1.0,1.0,0.9509232765458555,0.048025370167923465,4.725686916823567,7.383781102195509,2.66496611141487,0.0,0.0,0.0,20.930510677805124,False
16,0.15,ercb_beta_0p15,3,0.4043721016151098,6.379226844059575,0.845405170760317,0.14913614801129432,0.5880062141792455,0.6743333333333333,1.0,1.0,0.9165602197592144,0.08278380295242363,6.905717761910426,11.166957017935928,3.333957701195913,0.0,0.0,0.0,14.913614801129432,False
16,0.2,ercb_beta_0p2,3,0.333506549616004,5.261277732767811,0.8831281670239193,0.10874607149909035,0.6393215064006368,0.7387309062129006,1.0,1.0,0.8733989625635241,0.12357673383819359,9.138857798906917,14.652706690487479,3.8444065713762003,0.0,0.0,0.0,10.874607149909036,False
16,0.3,ercb_beta_0p3,3,0.24182499905600427,3.8149430175355628,0.9299122031598399,0.06279617814869426,0.7485703812316715,0.8264136992783627,1.0,1.0,0.7884941030299052,0.20878397121175601,12.127087713924105,19.844208987794726,4.518654894053259,0.0,0.0,0.0,6.614736329264908,False
16,0.5,ercb_beta_0p5,3,0.14933221952561293,2.3558106498343845,0.9619481014112274,0.0259182657458359,0.8197137007971711,0.880113203957382,1.0,1.0,0.6253905319310742,0.3709526797573243,15.329663430430326,25.837242141448257,5.156473008572421,0.0,0.0,0.0,8.61241404714942,False
16,1.0,ercb_beta_1,3,0.07659397715252071,1.2083186579714047,0.9784630642032113,0.00741176876188096,0.898298860911271,0.9585501675537157,1.0,1.0,0.39004610682496454,0.6078405319290945,18.420677805225093,31.34539030402609,5.671113434882034,0.0,0.0,0.0,10.448463434675363,False
16,inf,ercb_beta_inf,3,0.0,0.0,0.9845125240932092,0.0,0.9833876722440945,1.0039785303231519,1.0,1.0,0.0547917327305495,0.9452082672694505,21.518773462503923,36.43848476735963,6.0656811733279765,0.0,0.0,0.0,17.338382136440835,False
24,0.0,ercb_beta_0,3,0.9486805818725977,22.292755187606737,0.5175968612079384,0.47431846556889184,0.16002170767004342,0.23155827861731598,0.9583333333333334,1.0,0.9999999999999993,7.121372324287681e-16,1.0644877401942165,1.1519871621619306,1.016494175878832,0.0,1.4422220147876727e-16,0.0,47.431846556889184,False
24,0.005,ercb_beta_0p005,3,0.8759861662670886,20.584531322203127,0.5558326458303826,0.43608268094644753,0.18803414392469345,0.2700894965700791,0.9583333333333334,1.0,0.9989418259388372,0.0007519375626552209,1.1100726966089915,1.2572955113318822,1.0513387439982087,0.0,1.4422220147876727e-16,0.0,43.60826809464475,False
24,0.01,ercb_beta_0p01,3,0.8142288444531791,19.133314882711783,0.5902053015879674,0.40171002518886273,0.2388434504527985,0.3188482943831781,0.9583333333333334,1.0,0.9972507440725611,0.002478798240184504,1.2255926576463925,1.4403755987230267,1.1289394481709891,0.0,1.4422220147876727e-16,0.0,40.17100251888627,False
24,0.02,ercb_beta_0p02,3,0.7224782629595978,16.977295996439636,0.6439987973853439,0.3479165293914862,0.28383563866836364,0.3554573563154066,0.9583333333333334,1.0,0.9915319024349466,0.007745154259038338,1.6134864603704386,2.0862104897770535,1.3612202252126804,0.0,1.4422220147876727e-16,0.0,34.79165293914862,False
24,0.03,ercb_beta_0p03,3,0.6533434603560381,15.352718389567475,0.6863825985026221,0.3055327282742081,0.3476814151284835,0.4273824401645601,0.9583333333333334,1.0,0.984937003930755,0.014443641960219201,2.098442012952635,3.0448965179672314,1.6179784692796657,0.0,1.4422220147876727e-16,0.0,30.553272827420805,False
24,0.05,ercb_beta_0p05,3,0.551300271528349,12.954836667767994,0.7503392361632446,0.2415760906135856,0.44975718386949637,0.5217709840810419,0.9583333333333334,1.0,0.9681249763271954,0.030861747186907092,3.387803719220696,5.080045157572113,2.1742859171511957,0.0,1.4422220147876727e-16,0.0,24.15760906135856,False
24,0.075,ercb_beta_0p075,3,0.4616476166849171,10.84811631896672,0.8064152040346881,0.18550012274214203,0.5341913493182887,0.6149809512587879,0.9583333333333334,1.0,0.9448244869053286,0.05438655772981049,5.063790054055125,8.187657989920472,2.760490939856123,0.0,1.4422220147876727e-16,0.0,18.550012274214204,False
24,0.1,ercb_beta_0p1,3,0.38879399213227633,9.136151251150098,0.8483846854336536,0.1416904406980655,0.6077071337579618,0.6898931480933321,0.9583333333333334,1.0,0.9169929950488923,0.08179646847565816,6.809510016278666,11.018191189786215,3.272371992197443,0.0,1.4422220147876727e-16,0.0,14.16904406980655,False
24,0.15,ercb_beta_0p15,3,0.29393084726577356,6.906991189012955,0.8979845522568739,0.0894403137495089,0.6933717414963636,0.7973472945891784,0.9583333333333334,1.0,0.8534303419128026,0.14331685752298645,9.961684102955562,15.983743021885552,3.9406830219383524,0.0,1.4422220147876727e-16,0.0,8.94403137495089,False
24,0.2,ercb_beta_0p2,3,0.2304986127784172,5.4164164882656785,0.9271554295290405,0.058715839309040875,0.7580775453403781,0.8180358401288633,0.9583333333333334,1.0,0.791210422154782,0.20492135672468997,12.405559025990836,19.725798226575723,4.420506491325179,0.0,1.4422220147876727e-16,0.0,6.575266075525241,False
