scenario,algorithm,sampler,admission,beta,kappa,seed,steps,batch_size,initial_views,final_views,target_final_views,mean_count,count_std,count_min,count_max,jain_index,oracle_jain_index,jain_regret,fairness_rmse_updates,fairness_nrmse,cohort_mid_first_ratio,admission_tracking_rmse,admission_tracking_nrmse,admission_max_lag,admission_max_overshoot,admission_rate_ratio,admission_pool_rate_cv,budget_violation,entropy_ratio,shuffle_kl_norm,duplicate_rate,temporal_w1,cohort_entropy,gradient_ratio_iid,gradient_ratio_smooth_order,gradient_ratio_abrupt_regime,gradient_ratio_mean,gradient_ratio_worst
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881679,12000,32,32,46,46,260.8695652173913,82.63897614365654,16,366,0.9088006666153867,0.922030276861873,0.013229610246486279,24.121972664303208,0.09246756187982896,1.0831858407079646,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9590569209810528,0.04094307901894723,0.0,0.03606939235174996,0.9850442941468023,0.9916736491694614,2.8864459004914087,3.628328135637188,2.502149228432686,3.628328135637188
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881680,12000,32,32,46,46,260.8695652173913,82.23867933078591,15,358,0.9096023766697299,0.922030276861873,0.012427900192143126,23.879225098489854,0.09153702954421111,1.0721282279608193,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9610899168834426,0.038910083116557435,0.0,0.03620986152922691,0.9858857377459992,1.0183679900252771,2.8464065118782576,3.616602778107787,2.4937924266704403,3.616602778107787
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881681,12000,32,32,46,46,260.8695652173913,82.34091610510752,17,362,0.9093978538311693,0.922030276861873,0.012632423030703666,24.127379360026,0.09248828754676633,1.0863757791629565,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9584499257566397,0.0415500742433603,0.0,0.03627258848725148,0.9853069429403674,0.9726979201163928,2.9554530720763106,3.7975212041063515,2.575224065433018,3.7975212041063515
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881682,12000,32,32,46,46,260.8695652173913,82.55370022930586,17,369,0.9089716639445911,0.922030276861873,0.013058612917281942,25.1093261731486,0.09625241699706963,1.0793650793650793,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9569712864740202,0.04302871352597983,0.0,0.036410421666191364,0.984520803851874,0.9712211356147225,2.9642023689908448,3.9302918615565416,2.621905122054036,3.9302918615565416
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881683,12000,32,32,46,46,260.8695652173913,82.47387167161861,17,368,0.9091316363515881,0.922030276861873,0.012898640510284887,25.36944413368519,0.09724953584579323,1.1171088746569076,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9563103256066019,0.043689674393398055,0.0,0.03770964111808108,0.9850294945429485,0.9453437372421878,3.0893611191855683,3.9672927786871615,2.667332545038306,3.9672927786871615
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881684,12000,32,32,46,46,260.8695652173913,83.20446494490236,14,367,0.9076639055698745,0.922030276861873,0.01436637129199847,25.317977802344327,0.09705224824231992,1.095067264573991,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9579165579412823,0.042083442058717675,0.0,0.03672179478703802,0.9856456338911722,0.9569337737432247,2.97134970118181,3.757250339588641,2.561844604837892,3.757250339588641
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881685,12000,32,32,46,46,260.8695652173913,83.07189361334322,16,366,0.9079308440173045,0.922030276861873,0.014099432844568494,25.042572447386647,0.09599652771498214,1.0914742451154529,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9597843225677344,0.040215677432265666,0.0,0.0365274775817928,0.9853163921610156,0.9392324803384602,2.9341167978910767,3.8217876851361363,2.5650456544552243,3.8217876851361363
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881686,12000,32,32,46,46,260.8695652173913,82.39502113906288,15,367,0.9092895521190753,0.922030276861873,0.012740724742797749,24.705218600266555,0.09470333796768846,1.1032315978456015,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9599283043787159,0.04007169562128406,0.0,0.0361782183746164,0.9856545364388911,0.9642013316800069,2.9634566084376037,3.798066034321626,2.5752413248130788,3.798066034321626
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881687,12000,32,32,46,46,260.8695652173913,82.31979229905035,18,368,0.9094401249126116,0.922030276861873,0.012590151949261386,25.36773027155632,0.09724296604096588,1.1072386058981234,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9593464337207553,0.0406535662792446,0.0,0.037422928534019836,0.9851493728823009,0.9847165061480384,3.0178506163947367,3.966800008535218,2.656455710359331,3.966800008535218
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881688,12000,32,32,46,46,260.8695652173913,82.67868888330982,17,362,0.9087209953927845,0.922030276861873,0.013309281469088496,25.02172968684897,0.09591663046625439,1.0884718498659518,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9603189794673496,0.039681020532650456,0.0,0.037027824383595954,0.9855895726492352,0.9310117398560258,2.9220495918392766,3.7150178165963204,2.5226930494305413,3.7150178165963204
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881689,12000,32,32,46,46,260.8695652173913,82.76803854241557,14,364,0.9085416543634984,0.922030276861873,0.01348862249837457,25.33085418838148,0.097101607722129,1.1010009099181073,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.955772702501376,0.04422729749862402,0.0,0.03789551491352118,0.9846010729317655,0.9680971670593758,3.2257830793910567,4.053493902153508,2.7491247162013135,4.053493902153508
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881690,12000,32,32,46,46,260.8695652173913,83.87143595632652,12,367,0.9063168699782965,0.922030276861873,0.015713406883576475,25.721755298816095,0.09860006197879503,1.130832570905764,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9607455803147433,0.03925441968525662,0.0,0.0370513262899067,0.9851741469872864,0.9439580849150928,3.0858872529681713,3.9039852050768906,2.6446101809867186,3.9039852050768906
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881691,12000,32,32,46,46,260.8695652173913,82.73283578605455,16,369,0.9086123273756465,0.922030276861873,0.013417949486226544,25.465236320709163,0.09761673922938512,1.1046511627906976,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9580790274215583,0.04192097257844177,0.0,0.037221003661796016,0.9848377065951718,0.9925610039477442,3.0789364159661496,3.870929874393643,2.647475764769179,3.870929874393643
base_stream,gate_r2_active_bonus3,active_bonus,gate_r2,,816,9881692,12000,32,32,46,46,260.8695652173913,83.25356989229329,18,369,0.90756496236555,0.922030276861873,0.014465314496323045,26.47968868856804,0.10150547330617748,1.0918822479928636,0.0,0.0,-0.0,0.0,1.0,0.12222473716038361,0.0,0.9576678245748531,0.042332175425146834,0.0,0.03713834014391928,0.9848612770648533,0.9799131034520835,3.0678990266592265,3.976754430293939,2.6748555201350825,3.976754430293939
