kappa,beta,algorithm,scenarios,fairness_nrmse_worst_scenario,fairness_rmse_updates_worst_scenario,jain_min_scenario,jain_regret_worst_scenario,cohort_ratio_min_scenario,cohort_ratio_max_scenario,oracle_cohort_ratio_min_scenario,oracle_cohort_ratio_max_scenario,entropy_ratio_min_scenario,shuffle_kl_worst_scenario,gradient_ratio_mean_worst_scenario,gradient_ratio_field_worst_scenario,temporal_w1_ratio_worst_scenario,admission_tracking_nrmse_worst_scenario,admission_pool_rate_cv_worst_scenario,budget_violation_worst_scenario,constraint_violation_factor,meets_all_quality_constraints
192,inf,ercb_beta_inf,3,0.0,0.0,0.9340142297067896,0.0,0.9948343079922027,1.0022354512644651,0.9941520467836257,1.0,0.08154078478543057,0.9184592152145695,9.594738282602352,15.923288427358072,3.7214415342527922,0.0,0.07208860848478159,0.0,11.650611439414828,False
256,0.0,ercb_beta_0,3,0.7786927259054203,179.6983213627893,0.5963497134277035,0.36913830930002756,0.25459793772637584,0.34065096952908586,0.9959016393442623,1.0,1.0,0.0,1.0235993381574437,1.0595640719668165,1.0287641454637582,0.0,0.08436578600401304,0.0,36.91383093000275,False
256,0.005,ercb_beta_0p005,3,0.46493863384575695,107.29353088748238,0.7808781371884419,0.1846098855392891,0.5187587522284359,0.5743657870322647,0.9959016393442623,1.0,0.9631902465811168,0.03588083076531655,2.053028441787085,2.983673904686397,1.5245973713984948,0.0,0.08436578600401304,0.0,18.460988553928907,False
256,0.01,ercb_beta_0p01,3,0.3214638357487944,74.18396209587563,0.8589821100031421,0.10356905184341038,0.646311858076564,0.7110574085152856,0.9959016393442623,1.0,0.899586275325227,0.09792380007012783,3.4749078436700818,5.6288147705978995,2.121363896232186,0.0,0.08436578600401304,0.0,10.356905184341038,False
256,0.02,ercb_beta_0p02,3,0.17665535208903285,40.76661971285374,0.9061710178049078,0.03482333418556493,0.8137181185196397,0.8510615393878785,0.9959016393442623,1.0,0.7529965618588627,0.24495748719109214,5.421100327242961,9.27865427973991,2.7670245198002115,0.0,0.08436578600401304,0.0,3.4823334185564927,False
256,0.03,ercb_beta_0p03,3,0.11746057359156319,27.10628621343766,0.9171458339678228,0.015483700538962714,0.8656192910839867,0.9011866932926139,0.9959016393442623,1.0,0.6248461431118284,0.3735258929625782,6.427326197158065,11.101286666855813,3.0380234152982375,0.0,0.08436578600401304,0.0,3.700428888951938,False
256,0.05,ercb_beta_0p05,3,0.06924216268675143,15.97896062001956,0.9238465227762447,0.005370352872887252,0.9301348136399682,0.9543831939153188,0.9959016393442623,1.0,0.4613942959654297,0.5368300527606847,7.413427245454301,12.881200158326154,3.2500394238237424,0.0,0.08436578600401304,0.0,4.293733386108718,False
256,0.075,ercb_beta_0p075,3,0.04528122051408151,10.449512426326503,0.9257437205523291,0.0022406890488477714,0.9633181802999432,0.9858197139009209,0.9959016393442623,1.0,0.3533228051376743,0.6452376394796383,7.92039990788295,13.746478005282507,3.3543904365710384,0.0,0.08436578600401304,0.0,4.582159335094169,False
256,0.1,ercb_beta_0p1,3,0.03263594450933259,7.531371809845981,0.9260542182093118,0.0012020816421845159,0.9734980578334054,0.9974571170419794,0.9959016393442623,1.0,0.2870600170340787,0.710128636508008,8.201849289265663,14.265837662001397,3.4010378618995696,0.0,0.08436578600401304,0.0,4.755279220667132,False
256,0.15,ercb_beta_0p15,3,0.020001738177504214,4.615785733270203,0.9264759261733111,0.0004510115472506959,0.9815491022937831,1.0044648318042815,0.9959016393442623,1.0,0.22505832299074127,0.7740069430681307,8.459296510194577,14.726197458909107,3.4490921663192093,0.0,0.08436578600401304,0.0,4.908732486303036,False
256,0.2,ercb_beta_0p2,3,0.01464363430974863,3.3793002253266073,0.9266013749539451,0.00025816016175663755,0.9927528818095684,1.0041694323181265,0.9959016393442623,1.0,0.1958124867217629,0.8036465311171714,8.56984511426881,14.904377749178497,3.468121183271372,0.0,0.08436578600401304,0.0,4.968125916392832,False
256,0.3,ercb_beta_0p3,3,0.009132731737846601,2.1075534779646,0.9266952069227281,0.00011066659595538319,0.9924567045327988,1.0080595837032653,0.9959016393442623,1.0,0.1707445534961307,0.8283251162309991,8.682191447025726,15.122072998689939,3.487036758265762,0.0,0.08436578600401304,0.0,5.563867078322519,False
256,0.5,ercb_beta_0p5,3,0.0052030513767511565,1.1562336392780348,0.9267300382348699,3.379505371757241e-05,0.9930200066547259,1.0040565538493238,0.9959016393442623,1.0,0.1529320693971757,0.8464670223666823,8.75376713978235,15.246116061803605,3.498701710175036,0.0,0.08436578600401304,0.0,6.2119083573817395,False
256,1.0,ercb_beta_1,3,0.003711842908553348,0.7184212081070996,0.926736916070792,1.3312231552431442e-05,0.9959603658536585,1.0045987607925666,0.9959016393442623,1.0,0.13651274865983157,0.8630647633037243,8.78490529670471,15.299135618691855,3.5035474598632295,0.0,0.08436578600401304,0.0,6.95905700622329,False
256,inf,ercb_beta_inf,3,0.0,0.0,0.9267502283023444,0.0,0.9974683544303797,1.0015576653257812,0.9959016393442623,1.0,0.10073263368255023,0.8992673663174497,8.792706081599356,15.310635808684664,3.504760331287059,0.0,0.08436578600401304,0.0,9.43090600603017,False
384,0.0,ercb_beta_0,3,0.7074134142619362,235.8044714206454,0.6306737379315658,0.3310031187699275,0.2822697926588817,0.43270286954451587,0.9971910112359551,1.0,1.0,0.0,1.0562332969690775,1.1013877365899127,1.0293502768152767,0.0,0.11673095170843162,0.0,33.10031187699275,False
384,0.005,ercb_beta_0p005,3,0.3496325856868019,116.54419522893396,0.8282692584264001,0.12285573258727522,0.5957614695519398,0.6467500932841016,0.9971910112359551,1.0,0.9379172490920445,0.06075289149174279,2.6897444323266178,3.9299510240424684,1.7399677852938744,0.0,0.11673095170843162,0.0,12.285573258727522,False
384,0.01,ercb_beta_0p01,3,0.2069983819579669,68.99946065265563,0.8876780751078666,0.05064207793322177,0.7278550827859699,0.8071574563051019,0.9971910112359551,1.0,0.8373682898522641,0.15988641524610073,4.557170330005337,7.061184538653917,2.3543522222773032,0.0,0.11673095170843162,0.0,5.064207793322177,False
384,0.02,ercb_beta_0p02,3,0.10590204723629515,35.30068241209838,0.9110934686981027,0.013075175657874966,0.8576891508361105,0.9133286546379602,0.9971910112359551,1.0,0.64879224871772,0.34935172435245504,6.370637669452244,9.989874784019726,2.8046536298864924,0.0,0.11673095170843162,0.0,3.329958261339909,False
384,0.03,ercb_beta_0p03,3,0.06979358912555354,23.26452970851785,0.9151602827016247,0.005617760905203367,0.9066104001176817,0.9552612878125168,0.9971910112359551,1.0,0.5263538134211312,0.4720141950656915,7.134077873005737,11.193446678090265,2.9658295184473933,0.0,0.11673095170843162,0.0,3.731148892696755,False
384,0.05,ercb_beta_0p05,3,0.03869376676871592,12.89792225623864,0.9170377124658446,0.0017099717159375304,0.9574014649459365,0.9785173758728816,0.9971910112359551,1.0,0.39403651994662503,0.6044270602353758,7.812937898911763,12.249093353531093,3.0825211180114125,0.0,0.11673095170843162,0.0,4.0830311178436975,False
384,0.075,ercb_beta_0p075,3,0.024387030129571594,8.129010043190531,0.9174913469636614,0.0006989347694224268,0.9769943862337792,0.998469798657718,0.9971910112359551,1.0,0.30814113589469627,0.6895976565836616,8.125146717935667,12.752932425391634,3.1365083253933004,0.0,0.11673095170843162,0.0,4.2509774751305445,False
384,0.1,ercb_beta_0p1,3,0.016700153078673882,5.566717692891293,0.9176543322568234,0.00034890131821566084,0.9801674019594208,1.0,0.9971910112359551,1.0,0.26858215179959766,0.73015822139525,8.308464180065299,13.024340403924397,3.162968441095615,0.0,0.11673095170843162,0.0,4.341446801308132,False
384,0.15,ercb_beta_0p15,3,0.010557597165911477,3.5191990553038255,0.9177826632328973,0.0001277164120630725,0.9857558235313499,1.0055315794659572,0.9971910112359551,1.0,0.23302233629788796,0.7660781734548832,8.434721884677225,13.232549630213015,3.1845065200598555,0.0,0.11673095170843162,0.0,4.410849876737672,False
384,0.2,ercb_beta_0p2,3,0.007654015439597142,2.4005719132452166,0.9178028981564094,6.093096516565643e-05,0.9895723620987892,1.0054804583204755,0.9971910112359551,1.0,0.21916805316570984,0.7803186661616845,8.478856725783405,13.291898751986377,3.1912658589267697,0.0,0.11673095170843162,0.0,4.430632917328793,False
384,0.3,ercb_beta_0p3,3,0.0047456615782396185,1.5466304806223041,0.9178259326643795,2.485532350242625e-05,0.9907293388429752,1.0027840269966253,0.9971910112359551,1.0,0.2044087627333881,0.7950433091315814,8.53079308853771,13.369204825771622,3.198223556235533,0.0,0.11673095170843162,0.0,4.6475502678869605,False
384,0.5,ercb_beta_0p5,3,0.004455947395464778,1.1624210596864637,0.9178270090713185,1.6792270569015995e-05,0.9970713128810975,1.0050137911011106,0.9971910112359551,1.0,0.19231785394417364,0.8072497974885,8.555558677786685,13.398816755193515,3.2025569146372455,0.0,0.11673095170843162,0.0,4.939738981674409,False
384,1.0,ercb_beta_1,3,0.0024342281775757836,0.7123733658563489,0.9178387958881827,5.646905113970701e-06,0.9961774640088593,1.003338898163606,0.9971910112359551,1.0,0.17852981900607995,0.8209504285540064,8.55451616840178,13.394048855443819,3.2055006568348476,0.0,0.11673095170843162,0.0,5.3212399210893,False
384,inf,ercb_beta_inf,3,0.0,0.0,0.9178438013418876,0.0,0.9983870967741935,1.001295045045045,0.9971910112359551,1.0,0.13613240902471999,0.86386759097528,8.557397905215181,13.400561426144263,3.203739763020433,0.0,0.11673095170843162,0.0,6.9784998796832545,False
512,0.0,ercb_beta_0,3,0.6579248283647031,275.4103932689455,0.6432814643490516,0.29367543682493336,0.30219740634847564,0.39639264428581045,0.997275204359673,1.0,1.0,0.0,1.053608049440484,1.1133476051262978,1.0269092019593564,0.0,0.15525844990643323,0.0,29.367543682493334,False
512,0.005,ercb_beta_0p005,3,0.2666455702019455,111.61907589848882,0.8589213060342766,0.07803559513970831,0.6088782600418808,0.703758890697558,0.997275204359673,1.0,0.9135498364648429,0.08502774602600088,2.6953381920717585,4.650762304654161,1.8498698356462304,0.0,0.15525844990643323,0.0,7.803559513970831,False
512,0.01,ercb_beta_0p01,3,0.14757779164022847,61.77674998893285,0.9008540353968082,0.02561992158652418,0.7285535714285715,0.8460413775524653,0.997275204359673,1.0,0.7841229010857816,0.2135507168022927,4.184344347082042,7.540237221540443,2.3782614523574797,0.0,0.15525844990643323,0.0,2.561992158652418,False
512,0.02,ercb_beta_0p02,3,0.07211226756922283,30.186530610372344,0.9113222786047119,0.005851664657602595,0.826526079543941,0.9449724567941332,0.997275204359673,1.0,0.590017885960247,0.40859877769877917,5.331602582495318,9.685639393296084,2.6861209363522622,0.0,0.15525844990643323,0.0,3.228546464432028,False
512,0.03,ercb_beta_0p03,3,0.046092626056180364,19.294587651424337,0.9132780794249242,0.0023611182677427843,0.8825836560421011,0.9696395570416712,0.997275204359673,1.0,0.4809490921696892,0.5176357140259502,5.795557337906708,10.537280075605473,2.7821986090070467,0.0,0.15525844990643323,0.0,3.512426691868491,False
512,0.05,ercb_beta_0p05,3,0.026113450810795098,10.931211967309576,0.914077887243687,0.0007318903689060186,0.925751069843138,0.9922541011855528,0.997275204359673,1.0,0.3699984561786448,0.6292659850735037,6.172213843023291,11.217791743728625,2.8556756008873094,0.0,0.15525844990643323,0.0,3.7392639145762083,False
512,0.075,ercb_beta_0p075,3,0.01569692336698004,6.5708051303637385,0.9141970992746368,0.0002484494071211152,0.9496060092790338,0.9996972465418736,0.997275204359673,1.0,0.30779097687977475,0.6895516912389901,6.357899777457006,11.557326875224621,2.888910544018279,0.0,0.15525844990643323,0.0,3.8524422917415406,False
512,0.1,ercb_beta_0p1,3,0.011725199060486642,4.908222862529292,0.9142964444086733,0.00014435677175096419,0.9631081081081082,1.0019908116385912,0.997275204359673,1.0,0.2826060547952067,0.7163594518870109,6.4129797127644235,11.65824935052461,2.8969414271676155,0.0,0.15525844990643323,0.0,3.8860831168415366,False
512,0.15,ercb_beta_0p15,3,0.007833810394713751,3.142015243214494,0.9143317850746187,6.37847887280496e-05,0.970335812651889,1.004260827384028,0.997275204359673,1.0,0.26044428279716525,0.7386026207086319,6.473133772429595,11.753592552378052,2.9098542690528943,0.0,0.15525844990643323,0.0,3.9178641841260173,False
512,0.2,ercb_beta_0p2,3,0.006520094606368347,2.2056085928131797,0.9143510229028078,4.342013928292364e-05,0.9808584972565414,1.0028459401794234,0.997275204359673,1.0,0.25118485035591165,0.7482102816367071,6.497767998231632,11.79411437798491,2.9149342553296624,0.0,0.15525844990643323,0.0,3.9313714593283033,False
512,0.3,ercb_beta_0p3,3,0.004181061036204801,1.750211596550847,0.9143756447276772,2.2357701321173983e-05,0.9810477550721454,1.0047917116846268,0.997275204359673,1.0,0.24048345808432142,0.7589567102081383,6.512584356928835,11.80401340510957,2.9178900899199354,0.0,0.15525844990643323,0.0,3.950375662291494,False
512,0.5,ercb_beta_0p5,3,0.002905932629027116,1.103780091887389,0.9143841612389173,1.028180317338423e-05,0.9900544959128065,1.0020259938837919,0.997275204359673,1.0,0.22983125696784648,0.7693657780574986,6.522547447358041,11.823153644236033,2.919622703638435,0.0,0.15525844990643323,0.0,4.133467364419042,False
512,1.0,ercb_beta_1,3,0.002116101512844933,0.6682425830036631,0.9143883092363185,6.133805772207122e-06,0.9945504087193461,1.001532156331227,0.997275204359673,1.0,0.21662057690595,0.7830220767547178,6.522830494641984,11.82301209666835,2.919957762782993,0.0,0.15525844990643323,0.0,4.385548287097679,False
512,inf,ercb_beta_inf,3,0.0,0.0,0.9143944430420907,0.0,0.997275204359673,1.0012631946486759,0.997275204359673,1.0,0.16687339945508586,0.833126600544914,6.521281829833953,11.80911426197986,2.922193444500495,0.0,0.15525844990643323,0.0,5.692938497700428,False
768,0.0,ercb_beta_0,3,0.5547637204182557,322.12086992027747,0.6870112526317024,0.23973996177708226,0.30726783262521046,0.4176788403108279,0.7870967741935484,1.0,1.0,0.0,1.0379320996993069,1.079510333792483,1.0248918264046276,0.0,0.24352176898424674,0.0,23.973996177708226,False
768,0.005,ercb_beta_0p005,3,0.16472507865750452,95.64681986564779,0.8901871455290987,0.035607688033224075,0.6214055118110237,0.7722147061573734,0.7870967741935484,1.0,0.8727179913004727,0.1255370191549656,2.929878596588922,4.98250824430922,1.9027203689423906,0.0,0.24352176898424674,0.0,3.560768803322407,False
768,0.01,ercb_beta_0p01,3,0.08278476283603868,48.06857196931278,0.9112543978347496,0.008795014881096264,0.7112828725048321,0.8955955446420163,0.7870967741935484,1.0,0.7179143300023484,0.28015410844989574,3.945663878621211,6.9599526643967815,2.2436132242005193,0.0,0.24352176898424674,0.0,2.3199842214655937,False
768,0.02,ercb_beta_0p02,3,0.03727631121119685,21.644309735533657,0.9154169957630953,0.0018174802875762619,0.7562242829546341,0.9642404588942441,0.7870967741935484,1.0,0.542625670169724,0.45496630174864733,4.580709976511252,8.148695722995127,2.4030763215194946,0.0,0.24352176898424674,0.0,2.7162319076650423,False
768,0.03,ercb_beta_0p03,3,0.022505029068558443,13.067436233356515,0.9160352206802439,0.0006774119860893657,0.774451925666577,0.9825522990868605,0.7870967741935484,1.0,0.4549972814018061,0.5421836605286425,4.797599590851282,8.579839371949015,2.4480817712582126,0.0,0.24352176898424674,0.0,2.8599464573163385,False
768,0.05,ercb_beta_0p05,3,0.013497901477314899,6.824739324296581,0.9162233967568908,0.00020442428445330285,0.7783294922512975,0.9992195427468497,0.7870967741935484,1.0,0.37853814082254444,0.6188444789766804,4.947677795365387,8.845128198634185,2.480734224356623,0.0,0.24352176898424674,0.0,2.948376066211395,False
768,0.075,ercb_beta_0p075,3,0.008007862883791256,3.664270977234807,0.9163395716281935,7.221800948020718e-05,0.7821421708136205,1.0028324419677654,0.7870967741935484,1.0,0.34642833889775015,0.652401570441898,5.0125686374213405,8.958878957209997,2.4953496403222637,0.0,0.24352176898424674,0.0,2.986292985736666,False
768,0.1,ercb_beta_0p1,3,0.006390096504226938,2.6669103922164057,0.9163635380639146,4.825157375912825e-05,0.7815535354734434,1.0011462047885888,0.7870967741935484,1.0,0.3327968619222244,0.6658569514692544,5.031513397221814,8.988329924062306,2.501738637056702,0.0,0.24352176898424674,0.0,2.9961099746874353,False
768,0.15,ercb_beta_0p15,3,0.005299965724329598,2.1199862897318393,0.9163757491970602,3.6040440613405164e-05,0.7843145454044168,1.003797996661102,0.7870967741935484,1.0,0.32114796771120446,0.678075880794883,5.046435437795559,9.017556391615363,2.5013294586484207,0.0,0.24352176898424674,0.0,3.0058521305384542,False
768,0.2,ercb_beta_0p2,3,0.004465440987330581,1.7861763949322325,0.916389465221631,2.2324416042657223e-05,0.7859988924269694,1.0035938520722945,0.7870967741935484,1.0,0.3147509945846924,0.6846967441315506,5.048134193005947,9.017345015022824,2.502866244243823,0.0,0.24352176898424674,0.0,3.0182589295817976,False
768,0.3,ercb_beta_0p3,3,0.0029783357012452146,1.5378195863547774,0.9164011171723682,1.067246530548904e-05,0.7832260371959943,1.0027151211361738,0.7870967741935484,1.0,0.30712244927858556,0.6923848056661452,5.055270573586243,9.030755554732451,2.5041433392356502,0.0,0.24352176898424674,0.0,3.0932287829544856,False
768,0.5,ercb_beta_0p5,3,0.0025908228831780433,1.0363291532712173,0.916405281152481,6.508485192630031e-06,0.7843145454044168,1.0015316284838756,0.7870967741935484,1.0,0.29867900294764776,0.7006948427914212,5.0549057317233785,9.024069544864727,2.5049069763185967,0.0,0.24352176898424674,0.0,3.1806721953150325,False
768,1.0,ercb_beta_1,3,0.0016385802649853914,0.6554321059941566,0.9164094801649177,2.3094727559624933e-06,0.7843145454044168,1.0022115327046328,0.7870967741935484,1.0,0.28441392986692005,0.7148512992798742,5.053502794797182,9.019337089893211,2.503638643679247,0.0,0.24352176898424674,0.0,3.3402020795694285,False
768,inf,ercb_beta_inf,3,0.0,0.0,0.9164117896376737,0.0,0.7870967741935484,1.0005099439061704,0.7870967741935484,1.0,0.22109567290854662,0.7789043270914534,5.05104243210609,9.013987575127723,2.502987434564214,0.0,0.24352176898424674,0.0,4.29678241777692,False
1024,0.0,ercb_beta_0,3,0.47471021063942664,341.7913516603872,0.7204886149685121,0.19959071063606018,0.3435558721737292,0.4296184245191885,0.6866791744840526,1.0,1.0,0.0,1.0396453266049888,1.0700810223925483,1.0242396384185137,0.0,0.5035227895339096,0.0,19.959071063606018,False
1024,0.005,ercb_beta_0p005,3,0.11178457129440937,80.48489133197475,0.9014804440733717,0.01704904605239183,0.6093568478225518,0.8307233801666697,0.6866791744840526,1.0,0.8422963480940376,0.1560358024478123,2.752756231277785,4.724313937352002,1.8488911513133037,0.0,0.5035227895339096,0.0,1.7049046052391827,False
1024,0.01,ercb_beta_0p01,3,0.053922116785394006,38.82392408548368,0.9116751427768262,0.003533294776294965,0.6667984698195606,0.9275576271838682,0.6866791744840526,1.0,0.6875901904162908,0.31078394927224445,3.4601634720594947,6.049737160115048,2.060461223967766,0.0,0.5035227895339096,0.0,2.0165790533716828,False
1024,0.02,ercb_beta_0p02,3,0.023786278133839683,17.126120256364572,0.9139084726009622,0.0007044903662625168,0.6794770020208151,0.9748646744584444,0.6866791744840526,1.0,0.5341368204598052,0.4640193965832294,3.82386371913103,6.712649305968073,2.1518588315292964,0.0,0.5035227895339096,0.0,2.237549768656024,False
1024,0.03,ercb_beta_0p03,3,0.015849991237291656,11.310140357057088,0.9141753428496235,0.00024320003353454076,0.6799203988350038,0.9950867069039494,0.6866791744840526,1.0,0.46612490781999005,0.5329198215329212,3.9267470624843996,6.8931899009218185,2.1712801241154973,0.0,0.5035227895339096,0.0,2.2977299669739395,False
1024,0.05,ercb_beta_0p05,3,0.009204378954596788,6.018733108361048,0.9143196294838134,7.61374124233105e-05,0.6845605376456999,1.0011287389419992,0.6866791744840526,1.0,0.4143096972726328,0.5846186610139692,4.008642087408162,7.044958501187365,2.1901871364631558,0.0,0.5035227895339096,0.0,2.3483195003957884,False
1024,0.075,ercb_beta_0p075,3,0.006932998038238205,4.378735603097814,0.9143511110373133,4.465585892347578e-05,0.684180994651508,1.0,0.6866791744840526,1.0,0.395220536788047,0.6042033605605338,4.022076273212048,7.057337964873618,2.197126300076528,0.0,0.5035227895339096,0.0,2.4037212431333645,False
1024,0.1,ercb_beta_0p1,3,0.004877702283146729,3.329154809018655,0.9143729971397477,2.2769756488966174e-05,0.6866791744840526,1.0040423061596675,0.6866791744840526,1.0,0.38576259151532705,0.613306685537677,4.0303538912150625,7.07711912412423,2.198071660179517,0.0,0.5035227895339096,0.0,2.4626545468503642,False
1024,0.15,ercb_beta_0p15,3,0.0038763489313434797,2.4482203776906184,0.9143811495528547,1.4617343382028469e-05,0.6837309240315278,1.0038344491783322,0.6866791744840526,1.0,0.37647596103539116,0.6227295764504843,4.036183384995151,7.0883561437781,2.199672480195541,0.0,0.5035227895339096,0.0,2.5234014872750237,False
1024,0.2,ercb_beta_0p2,3,0.0030894279303331483,1.9512176402104093,0.9143858932457782,9.873650458469549e-06,0.6858433290469464,1.0030123927655925,0.6866791744840526,1.0,0.3717309430982412,0.6279360152953346,4.0409840329019735,7.088588893473767,2.200341378618478,0.0,0.5035227895339096,0.0,2.555611841408999,False
1024,0.3,ercb_beta_0p3,3,0.0020959103449530877,1.324421770229858,0.9143909900072446,4.776888992186201e-06,0.6858433290469464,1.0036187037324635,0.6866791744840526,1.0,0.3653920119362773,0.6342520359155261,4.04170744143765,7.088399367937361,2.198401940417384,0.0,0.5035227895339096,0.0,2.599947368760967,False
1024,0.5,ercb_beta_0p5,3,0.0017037540250217395,1.0760551736979407,0.9143925344924558,3.2324037808451054e-06,0.6866791744840526,1.0012165089347718,0.6866791744840526,1.0,0.3568507475775376,0.6425589006745084,4.038156269738786,7.07809602222453,2.1997464712072037,0.0,0.5035227895339096,0.0,2.6621774129633318,False
1024,1.0,ercb_beta_1,3,0.014285147413197344,10.285306137502088,0.9143945202668228,0.00017894825438614093,0.6866791744840526,1.0033969005251304,0.6866791744840526,1.0,0.34787628792276415,0.6513643998515621,3.978474537976455,6.974705217588308,2.188380238669438,0.0,0.5035227895339096,0.0,2.730855861641596,False
1024,inf,ercb_beta_inf,3,0.0,0.0,0.9143957668962367,0.0,0.6866791744840526,1.0006079027355623,0.6866791744840526,1.0,0.26624629802185157,0.7337537019781485,4.0402379171268965,7.07971681073279,2.199125670800153,0.0,0.5035227895339096,0.0,3.568124729088368,False
